exam_1,exam_2,exam_3,attendance_rate,engagement_score,group_work_score,revision_hours,quiz_score,final_pass_score
89,85,91,85,9.92,21,12.2,6,64.99
79,43,57,97,4.6,95,6.1,9,55.31
43,57,73,82,9.53,15,6.5,9,48.44
41,31,65,81,9.32,17,1.4,3,39.46
45,55,98,78,2.09,68,7.0,8,57.89
93,43,75,62,5.6,53,17.2,5,61.22
81,88,76,78,9.82,99,4.7,2,61.96
43,85,86,68,2.82,29,13.9,5,56.18
93,36,53,87,6.38,44,12.6,9,63.97
68,32,99,79,9.83,18,17.3,5,60.73
57,52,73,66,6.44,86,2.6,4,50.14
65,47,68,73,3.52,33,19.6,1,44.55
83,67,85,68,6.66,12,11.7,9,65.49
73,44,88,78,3.64,42,19.9,9,62.98
49,93,59,73,6.16,61,18.2,1,54.06
75,57,74,97,2.59,92,4.4,6,53.97
53,68,67,95,6.84,99,1.1,1,46.66
70,86,68,99,6.13,21,5.1,5,59.55
87,46,85,76,7.92,51,10.6,4,56.82
54,73,59,89,7.05,51,3.4,3,46.74
47,54,82,68,6.4,35,3.3,6,45.18
53,46,99,92,7.52,72,9.3,7,59.17
62,42,54,84,3.15,18,0.7,3,37.16
99,54,96,73,6.76,37,2.4,0,49.99
96,39,98,70,3.38,69,8.3,0,47.43
79,47,84,94,9.4,78,1.3,0,53.97
60,63,93,73,2.55,56,7.9,0,47.57
55,37,83,89,5.44,19,9.5,4,44.86
84,69,82,63,7.57,8,9.0,3,53.18
57,71,70,63,5.66,31,17.4,8,59.29
86,70,66,87,2.74,3,10.6,2,51.18
92,35,71,67,6.43,49,9.4,6,53.98
63,81,97,61,7.13,81,8.2,7,61.81
65,55,86,81,7.63,4,16.4,5,53.15
64,93,64,75,4.99,19,17.9,9,65.39
99,88,84,88,6.51,86,17.1,0,61.08
99,85,77,89,5.61,74,13.5,7,70.25
99,88,56,71,7.38,36,2.7,9,61.97
84,62,81,94,6.67,21,5.5,2,52.59
80,82,60,70,6.21,57,0.9,7,55.39
68,51,59,80,4.0,67,18.6,3,51.92
54,50,58,80,2.02,92,13.2,7,52.81
84,33,63,64,3.39,43,14.9,0,48.01
40,91,62,79,2.94,33,6.2,2,42.99
64,91,74,96,5.59,76,16.9,5,66.58
46,53,51,62,6.9,41,5.2,8,50.57
48,84,84,92,3.7,8,0.0,1,46.01
63,38,56,68,9.51,94,7.5,0,43.0
40,32,70,68,2.05,6,11.4,9,51.12
83,60,67,63,8.18,67,9.6,2,53.12
47,69,52,94,7.0,18,17.2,3,51.99
63,65,91,76,4.99,93,2.1,4,53.9
50,53,88,93,2.4,30,11.1,2,49.78
90,35,90,83,7.02,34,10.3,9,59.6
56,33,98,91,5.08,56,5.6,1,47.37
47,35,60,60,9.49,84,16.4,1,49.25
74,80,88,67,6.34,60,15.1,6,62.23
74,91,73,82,9.52,30,14.7,8,65.2
72,86,95,99,3.76,82,17.5,9,71.08
98,37,68,71,7.81,94,14.5,1,51.89
44,55,53,71,6.94,52,4.6,6,42.92
81,80,75,74,7.92,31,14.1,6,59.98
78,74,87,78,3.72,65,6.2,6,58.23
97,73,91,85,7.32,58,4.8,2,61.85
80,34,81,88,5.98,9,1.5,6,53.2
67,55,88,81,7.94,1,14.9,0,52.04
46,48,94,99,4.62,65,14.2,9,61.59
48,49,95,80,9.12,59,4.7,0,48.3
47,41,85,97,2.67,87,15.0,4,46.82
51,76,89,79,8.46,16,18.4,1,52.93
73,30,86,88,8.89,95,2.2,8,58.62
72,43,82,63,8.54,15,4.7,6,52.65
87,93,85,66,6.1,15,15.0,3,63.77
94,67,52,87,5.51,45,5.5,3,51.42
62,66,58,87,9.97,38,12.5,1,45.75
63,40,57,63,3.83,30,1.6,4,35.81
76,32,82,81,6.38,87,9.0,3,49.65
74,62,55,71,7.37,0,14.8,0,49.46
83,35,90,62,7.61,10,13.7,7,55.24
79,79,88,81,3.63,84,16.3,2,66.6
61,39,53,61,7.23,3,17.5,5,51.69
66,34,62,83,8.55,70,15.5,3,57.0
74,52,98,93,2.4,25,13.4,8,57.54
40,39,51,86,9.29,49,0.6,6,43.9
74,73,54,60,2.24,11,10.7,8,49.96
76,31,93,67,4.85,94,0.8,9,54.69
86,42,76,82,2.13,80,16.2,2,51.76
53,69,81,97,2.62,96,6.4,0,53.4
42,31,70,65,9.29,74,11.2,4,44.46
40,94,57,81,4.84,91,5.6,2,43.16
44,92,87,84,5.4,95,15.7,5,68.79
65,46,57,77,3.72,64,17.7,7,55.51
94,38,99,76,6.78,46,8.0,3,52.41
53,44,52,71,6.76,91,17.3,4,50.22
78,53,93,65,4.98,52,5.3,4,50.61
66,67,52,85,4.66,70,10.7,3,50.91
48,64,71,86,9.08,1,17.2,3,55.56
54,78,55,67,5.07,23,6.5,3,47.13
54,91,51,78,5.95,3,19.1,3,54.23
65,89,72,60,4.27,18,2.4,3,47.58
81,79,93,88,8.29,25,0.4,4,60.41
99,38,51,94,5.18,74,18.1,1,48.68
52,63,87,99,6.11,39,1.4,1,45.27
90,64,66,73,4.03,49,19.8,8,60.13
71,30,84,94,9.9,42,19.0,1,58.71
78,69,83,79,4.33,74,2.7,5,52.83
88,93,72,72,8.17,66,10.8,1,55.89
91,51,79,97,5.42,11,3.7,4,54.15
71,89,57,67,3.65,66,8.6,3,49.31
43,93,71,79,8.4,26,1.2,6,50.84
69,40,93,92,4.67,53,4.5,6,60.35
76,43,85,85,8.92,65,7.3,5,58.71
62,89,54,98,9.32,48,8.8,9,61.31
78,59,62,80,8.88,15,19.5,4,57.31
84,64,78,68,2.28,1,16.2,0,52.94
54,66,80,83,8.3,59,14.7,2,57.57
82,34,96,96,5.29,53,10.7,8,60.8
68,55,65,76,8.99,29,16.8,0,51.35
75,91,91,83,7.1,83,6.8,4,58.22
52,33,79,80,8.67,37,14.2,1,42.68
71,71,65,98,6.0,27,19.9,3,58.22
46,47,61,98,6.28,24,6.3,0,39.12
98,69,66,72,3.16,95,13.5,2,59.3
90,68,65,70,8.27,9,16.9,9,63.9
61,43,61,78,5.36,59,18.3,6,51.55
67,61,57,70,6.0,41,14.4,9,57.09
41,80,69,72,8.28,39,5.7,2,46.21
81,67,52,60,6.79,96,6.5,3,57.32
84,52,65,99,3.61,76,0.4,1,48.37
96,92,79,78,6.72,41,15.2,2,58.85
92,44,94,71,5.26,46,0.9,8,60.97
45,54,72,67,5.76,36,17.3,2,46.36
67,46,77,67,2.23,79,2.4,4,42.76
67,82,89,71,3.68,21,3.4,1,55.19
83,80,54,92,4.25,56,9.5,3,55.89
83,68,69,85,7.7,83,14.8,6,65.77
59,80,89,98,2.09,26,2.8,6,56.15
69,35,93,87,5.27,40,8.8,2,49.19
50,36,50,64,9.39,79,9.7,4,43.52
97,80,79,67,2.9,33,4.2,0,49.36
94,71,70,84,6.13,31,2.3,9,63.85
67,93,69,86,8.29,89,16.7,9,70.34
64,44,55,82,9.54,88,10.0,9,60.71
78,58,71,89,7.97,65,0.3,0,47.9
72,62,67,82,7.76,11,16.1,4,53.34
40,56,57,79,8.61,39,19.6,9,52.44
96,65,88,77,5.57,72,12.1,8,67.99
66,58,81,77,8.45,75,10.1,0,57.4
96,67,82,61,2.06,89,17.6,0,54.68
91,86,65,63,9.4,72,19.1,3,65.93
52,56,61,89,5.55,9,15.1,3,44.45
80,84,87,92,6.43,95,8.9,1,59.24
42,62,83,95,4.04,97,11.8,8,59.53
78,39,63,77,7.94,47,14.0,8,51.63
45,34,85,96,2.61,19,3.9,1,39.61
47,67,82,78,8.98,38,8.9,8,54.43
66,42,72,87,8.62,59,16.6,5,58.94
48,60,99,99,3.73,65,13.1,7,59.49
76,76,94,79,8.47,64,8.2,9,69.0
72,81,51,92,8.29,50,13.3,3,56.09
90,85,90,71,7.06,35,2.4,1,50.95
81,44,70,74,4.99,23,8.0,1,41.33
83,58,51,98,4.17,26,15.9,8,52.62
63,37,76,61,3.85,1,4.4,0,38.96
54,34,58,88,4.55,30,3.7,6,50.45
98,58,50,69,9.23,56,19.0,2,58.94
93,76,60,61,2.62,77,4.2,2,54.99
71,74,52,70,8.63,65,5.2,1,51.98
71,31,72,72,4.79,28,19.4,9,54.72
63,56,75,69,6.17,14,14.7,5,56.55
80,65,53,73,8.36,11,14.0,9,57.13
91,65,67,77,9.08,27,17.1,1,56.12
88,55,55,68,4.76,83,2.3,9,53.03
88,72,84,98,5.69,23,14.1,3,60.53
97,56,71,87,5.32,20,10.1,9,62.53
91,49,92,62,2.11,9,16.6,8,57.0
51,40,64,79,4.37,77,10.2,8,53.39
78,67,71,65,5.67,17,12.4,5,56.98
41,35,86,86,5.29,87,9.6,3,49.25
42,52,91,61,7.78,13,9.6,6,55.79
88,76,61,88,5.08,33,15.4,0,58.81
76,75,96,97,5.92,57,12.6,3,65.66
88,41,98,62,5.44,75,12.7,4,57.81
95,42,91,75,7.93,21,9.0,7,60.06
56,91,87,89,8.9,69,10.6,1,60.66
98,89,67,99,6.26,35,14.9,4,65.0
88,72,94,61,8.32,44,16.5,5,63.52
41,34,84,76,4.37,35,13.9,4,39.55
41,66,79,71,6.33,21,18.5,8,59.25
67,60,73,94,4.76,77,16.4,9,66.43
93,38,91,60,5.31,79,11.2,0,48.55
62,80,79,74,7.86,60,13.4,2,58.78
76,58,63,85,9.05,99,18.5,1,56.91
71,69,55,96,2.97,55,12.4,2,50.48
72,70,52,80,7.08,88,16.5,9,66.93
40,40,65,90,6.66,95,13.8,8,51.42
58,52,56,84,2.95,32,11.0,8,47.19
41,30,63,82,3.7,44,4.8,9,49.53
92,75,58,83,4.49,35,8.5,1,51.31
83,50,64,97,3.34,19,19.4,2,57.64
65,65,70,87,3.95,17,13.2,3,46.72
71,83,84,80,4.14,37,11.3,8,57.13
45,86,51,77,4.69,66,18.7,2,49.73
71,30,76,95,8.0,22,11.7,6,52.36
94,92,51,94,6.58,95,10.5,2,56.69
43,83,84,68,9.89,15,15.2,6,59.69
94,84,67,97,5.32,58,14.3,6,67.0
50,69,63,89,8.03,68,3.9,8,51.67
95,44,69,93,8.97,67,9.4,1,52.48
98,50,67,91,7.43,20,9.5,5,54.5
56,76,59,62,5.29,77,7.6,8,50.18
77,82,74,62,8.03,94,10.3,1,48.13
63,38,51,87,3.63,77,8.3,1,42.42
44,81,74,74,4.62,69,4.0,4,48.18
91,86,82,82,6.37,11,8.2,9,63.54
73,55,85,99,6.6,15,1.4,9,53.22
45,70,80,70,2.18,80,11.5,9,58.74
61,64,63,91,9.56,86,17.1,7,70.16
50,92,50,95,7.57,13,14.5,8,56.24
87,54,95,92,5.97,60,7.2,1,59.98
55,67,65,83,9.47,70,1.7,4,51.48
72,31,95,98,5.51,45,4.0,6,53.16
48,36,52,93,9.84,31,10.9,5,46.57
99,63,84,87,6.1,14,4.1,5,56.76
98,46,90,96,2.91,43,10.9,6,63.49
45,72,55,66,8.12,16,4.6,2,38.96
55,88,74,63,7.43,40,17.0,2,54.98
68,80,62,96,8.18,53,7.9,9,65.36
42,83,83,60,9.61,43,4.9,8,58.52
59,53,57,60,8.21,97,16.2,7,52.86
99,54,70,79,6.89,4,6.9,4,52.59
98,81,83,78,8.86,26,2.2,5,62.0
75,62,53,88,7.39,86,11.4,9,62.72
58,78,74,69,5.26,77,11.6,0,54.13
65,58,64,77,9.08,78,14.3,9,62.4
42,92,53,87,3.78,42,4.8,0,45.17
58,51,94,94,7.72,96,8.9,3,57.76
59,55,61,90,9.05,30,5.6,1,50.72
71,57,81,86,7.85,98,1.6,6,55.09
46,78,81,70,7.58,16,17.5,1,52.99
91,78,77,97,8.02,91,14.6,9,69.22
80,49,62,64,5.72,82,6.0,1,42.95
72,92,80,67,8.99,53,12.0,4,62.32
79,90,63,93,3.63,61,4.0,3,52.16
78,78,69,71,3.02,86,17.8,7,62.69
57,30,67,97,4.28,31,2.3,3,45.92
79,42,78,60,6.25,39,0.1,5,51.28
40,80,55,90,6.08,12,10.0,4,55.17
50,85,81,63,8.56,83,11.7,1,59.75
67,91,78,64,5.24,34,11.6,7,66.65
96,61,92,89,5.87,4,1.1,1,52.83
64,59,51,83,2.11,72,6.3,8,47.71
89,58,72,62,5.28,28,10.0,8,53.62
62,78,68,70,7.18,69,4.3,2,54.3
70,74,80,63,2.12,24,17.5,3,54.28
69,59,54,85,4.25,94,1.7,7,51.28
81,45,68,86,3.66,21,9.7,8,52.15
74,69,83,86,2.34,65,13.8,2,54.77
46,48,59,65,5.83,44,5.2,4,42.9
99,47,74,74,3.45,68,12.5,7,55.95
55,30,51,89,7.94,90,16.6,2,49.64
65,76,60,96,8.78,88,3.8,6,61.85
87,67,99,96,6.36,71,18.3,7,64.67
96,80,80,96,9.85,0,11.1,9,63.84
91,92,64,94,5.6,83,6.0,2,60.99
99,33,58,82,6.11,43,8.6,1,51.91
88,30,72,65,9.91,86,6.2,9,55.88
41,37,68,63,3.85,95,14.5,6,42.52
40,58,58,77,9.54,74,15.9,8,60.77
87,84,84,68,2.34,38,16.7,0,54.27
51,32,70,88,5.57,53,19.7,2,48.51
44,61,58,72,2.56,87,15.8,4,50.39
76,39,77,76,7.83,74,12.0,2,50.8
71,63,95,91,6.87,28,6.8,0,49.74
98,84,56,81,7.65,53,10.9,6,59.92
94,61,65,63,5.0,89,0.8,6,58.72
48,79,65,64,4.96,15,14.9,9,58.85
80,36,82,96,2.36,98,8.9,7,58.79
74,37,53,72,4.8,19,0.4,4,33.27
58,94,53,93,9.43,45,1.3,9,59.34
87,86,88,81,5.03,66,7.7,4,62.99
55,88,89,82,8.65,64,11.7,4,57.41
42,83,66,62,8.74,57,9.3,0,48.37
59,80,86,93,4.99,52,12.4,9,67.0
63,37,88,91,7.06,0,9.6,4,52.04
93,63,78,80,2.76,80,13.2,5,58.32
95,64,85,80,2.83,65,4.4,0,51.79
72,61,87,70,2.39,28,2.3,6,52.18
63,75,88,98,6.65,83,11.9,0,57.97
91,45,99,63,5.41,69,9.7,1,57.86
50,66,86,60,6.38,7,0.5,1,42.92
88,83,84,87,6.17,28,7.6,4,62.11
47,43,56,83,4.8,50,2.1,9,48.09
75,84,76,94,7.42,32,10.6,6,58.8
77,77,77,72,8.07,2,7.9,0,50.89
79,36,71,93,2.12,59,12.3,9,55.57
59,36,63,70,3.66,34,16.1,0,45.78
74,62,56,95,7.71,68,6.0,0,50.72
87,52,86,76,5.09,90,19.2,5,62.94
64,48,71,94,7.3,75,10.7,1,47.48
74,48,54,77,4.78,83,12.4,0,42.53
64,65,51,99,5.13,19,13.6,5,53.66
68,58,76,81,3.27,72,13.3,1,49.46
57,89,70,83,4.07,38,10.2,5,57.14
85,31,87,78,6.84,3,8.6,9,50.87
57,30,64,96,5.47,18,1.1,7,48.76
41,76,70,98,8.19,90,0.4,1,50.46
93,49,59,80,8.82,44,7.2,8,57.54
74,40,72,67,6.33,42,6.7,7,55.9
55,31,88,87,8.07,12,7.8,9,55.99
80,41,54,64,4.46,12,2.8,0,35.9
75,49,50,76,5.32,59,14.8,6,53.47
72,34,62,96,7.7,56,17.1,9,53.88
43,66,70,95,5.09,85,18.8,5,61.25
72,67,75,78,6.71,91,9.8,5,57.49
53,38,99,86,3.48,51,14.0,5,47.81
60,82,94,93,6.8,52,17.1,5,61.38
87,73,70,70,8.89,85,8.4,9,66.9
59,53,67,71,8.95,42,6.2,6,55.36
95,59,86,80,7.79,82,18.7,2,64.19
47,88,94,70,7.97,71,10.3,5,56.89
46,43,81,98,6.46,71,9.9,2,45.41
42,38,85,87,6.68,41,3.6,6,51.55
56,69,66,64,3.07,89,2.2,6,49.79
72,54,84,76,5.55,25,16.8,7,58.09
87,51,98,79,5.61,22,12.3,1,53.21
51,33,60,71,9.67,42,6.5,8,49.87
98,55,70,65,5.45,76,3.8,4,54.85
90,87,75,76,6.39,27,11.1,8,61.44
61,58,53,78,6.27,8,11.7,9,49.18
94,66,83,85,7.09,19,4.1,4,52.93
61,47,97,91,7.99,55,17.0,6,60.49
85,71,67,65,3.8,82,1.7,8,53.11
69,70,89,95,6.23,38,7.1,3,60.74
77,67,84,97,8.61,50,13.6,1,57.85
77,63,90,70,5.7,11,5.5,8,52.47
84,46,78,92,4.23,78,16.6,1,52.56
90,66,78,83,7.24,94,14.8,2,61.29
93,54,87,82,8.59,54,15.8,9,62.59
47,56,91,74,2.51,77,2.4,1,43.88
66,86,70,86,8.21,10,2.8,2,46.72
66,60,91,70,8.57,25,5.7,5,57.27
73,35,62,76,5.69,41,10.4,2,46.11
60,69,98,73,9.87,26,15.0,9,71.44
69,41,90,86,8.29,10,16.7,7,58.74
72,82,66,77,8.19,37,14.1,5,50.12
67,39,58,87,7.98,97,18.6,6,62.61
86,74,90,63,3.2,42,14.8,0,56.73
72,46,50,66,3.74,18,6.1,2,41.96
44,55,51,94,5.71,63,5.3,2,40.12
99,91,97,68,4.11,5,13.9,1,60.39
87,75,78,67,5.32,45,3.9,6,56.65
58,93,82,76,9.11,41,1.9,8,58.3
43,31,59,76,8.59,91,10.6,3,40.35
74,83,99,92,7.04,64,16.4,4,75.53
88,94,89,91,8.86,98,2.0,2,65.47
56,80,70,67,8.27,71,15.8,8,63.27
83,82,77,78,5.43,58,16.2,3,65.3
67,65,60,97,3.61,51,9.6,4,53.95
69,55,83,62,6.11,46,1.1,0,41.73
68,58,57,64,7.89,6,3.5,1,45.38
85,50,71,72,5.49,10,14.1,8,59.5
92,40,57,90,7.33,60,14.2,1,50.93
45,69,98,75,2.75,67,18.0,4,59.67
74,40,64,91,7.98,24,11.7,7,53.92
99,65,66,81,8.5,11,2.5,2,52.13
80,88,72,88,7.65,25,2.4,5,58.64
76,68,73,81,9.74,11,14.4,3,61.35
63,83,94,62,8.61,42,3.7,6,55.38
68,84,68,69,9.22,50,6.6,9,61.33
88,53,54,80,9.47,36,9.7,2,57.63
85,51,81,75,8.41,45,0.5,5,52.07
92,85,93,71,7.39,52,5.0,9,66.72
70,62,50,61,2.05,87,8.2,8,57.12
74,65,72,83,5.73,79,5.6,9,61.05
99,49,86,94,6.57,12,2.7,0,45.97
72,91,57,89,4.43,88,14.6,2,55.87
91,55,62,89,4.54,53,16.3,1,56.69
60,69,57,94,9.69,56,5.1,7,56.73
71,46,72,78,9.13,3,15.5,6,56.02
62,30,92,67,8.79,74,7.7,1,54.61
72,90,50,85,5.25,95,10.1,5,56.4
42,72,94,99,2.11,48,17.1,2,55.09
57,71,73,66,2.64,6,15.0,7,47.24
64,54,84,89,4.5,10,16.1,9,62.93
81,68,73,66,2.13,91,2.7,2,46.68
70,64,66,62,2.14,53,1.4,9,53.01
93,32,54,60,9.33,86,17.9,8,62.55
97,73,69,95,7.65,44,7.8,0,63.09
42,80,70,84,4.47,22,5.8,4,49.83
79,41,89,96,3.06,27,14.5,2,52.32
85,48,80,60,6.09,56,16.7,5,59.11
63,73,95,74,2.04,25,17.2,9,59.85
89,88,85,96,9.51,24,6.3,1,60.91
71,78,60,72,5.32,53,17.0,8,60.29
86,90,64,99,5.22,28,0.8,5,55.62
61,46,68,67,5.12,82,1.0,6,43.93
62,86,56,64,2.55,96,12.5,4,54.48
41,84,77,68,7.11,35,1.3,8,54.24
66,76,92,60,7.86,13,6.5,0,44.76
81,41,54,95,7.41,77,13.5,4,52.88
41,91,54,94,3.11,34,6.7,9,53.72
65,37,79,61,6.63,29,3.6,5,38.44
56,50,81,99,6.56,91,5.6,6,60.46
79,54,57,82,8.95,16,9.2,3,48.34
72,41,59,68,5.03,66,9.5,0,40.85
48,44,87,93,4.97,79,15.7,7,57.31
82,88,96,73,6.95,29,15.0,9,69.73
93,55,81,63,7.06,92,9.1,3,54.77
87,55,97,89,5.75,44,16.9,2,63.79
78,76,77,90,5.54,78,2.3,6,59.22
68,61,66,97,5.95,88,5.1,1,47.96
81,39,80,70,8.89,50,16.6,7,58.57
94,45,57,94,5.69,46,7.6,5,48.76
65,46,89,67,9.52,52,19.6,6,57.05
74,52,74,62,6.03,63,9.3,4,52.78
89,55,58,73,9.59,37,15.8,8,58.62
64,36,51,72,8.66,63,8.0,4,51.61
63,43,64,91,4.9,86,8.5,4,50.3
52,36,99,93,8.91,88,7.7,2,48.89
99,38,52,78,2.88,6,14.4,0,41.95
97,77,98,97,9.4,21,11.0,1,66.85
46,88,85,75,7.05,80,18.9,7,64.8
96,68,53,61,2.44,81,5.0,0,49.64
75,47,63,99,7.15,40,2.0,6,49.84
84,88,90,76,9.79,73,7.9,4,62.69
59,46,90,93,2.56,9,12.3,2,52.04
40,43,74,75,6.44,56,17.2,6,49.74
47,60,99,97,7.98,6,6.9,8,58.61
85,53,59,61,8.48,49,13.1,1,50.1
55,89,70,61,5.31,90,7.0,7,59.02
53,74,85,85,3.63,51,12.3,8,64.63
51,32,61,72,2.34,32,17.7,2,41.48
90,66,76,90,6.64,0,4.6,1,49.44
62,72,89,93,5.62,52,8.1,6,60.77
54,69,51,98,9.59,59,19.9,4,55.31
67,84,62,62,2.48,33,17.4,4,58.84
73,68,81,67,7.48,3,11.3,9,63.63
41,44,80,82,2.2,16,10.3,4,41.22
71,33,65,73,3.37,3,5.7,3,35.92
62,54,81,86,5.63,42,10.3,4,49.3
61,42,81,88,5.64,89,17.0,3,52.3
90,62,83,98,7.49,3,13.7,5,63.95
64,45,60,98,9.28,0,5.8,3,51.27
97,71,59,60,7.11,70,4.0,1,53.19
61,84,64,76,9.63,93,5.3,8,59.32
97,71,66,89,9.05,49,3.4,1,55.61
97,63,89,72,6.68,72,1.9,8,58.5
61,59,67,80,8.67,60,8.4,9,60.74
88,42,58,78,7.14,34,2.3,5,49.43
91,42,74,78,2.63,7,3.4,8,52.8
81,47,89,84,7.92,23,10.9,8,58.12
45,61,63,81,2.76,82,3.3,2,42.35
54,68,74,90,6.75,35,1.3,0,47.03
93,75,99,76,7.62,49,6.3,0,62.15
82,58,71,82,2.53,42,4.4,2,45.84
99,91,79,91,3.85,26,10.3,4,64.55
76,91,69,69,9.33,31,2.0,2,50.31
72,86,70,69,6.93,77,15.0,8,70.96
47,45,93,95,3.97,17,18.1,8,56.29
92,85,81,67,7.53,27,14.9,2,62.65
99,39,95,79,6.77,28,10.7,2,56.16
83,59,98,91,6.01,15,17.2,4,69.87
83,54,70,73,9.81,98,13.9,1,57.78
44,34,84,87,7.47,46,0.2,5,43.34
78,94,81,83,5.0,58,7.9,6,64.02
43,78,79,74,8.4,30,17.0,8,62.29
45,32,88,81,9.08,3,6.9,5,46.43
84,74,98,89,3.0,36,0.7,2,49.97
71,43,61,63,3.6,16,14.9,4,45.38
91,59,90,72,3.73,38,16.0,3,60.98
69,47,96,82,7.53,47,3.2,4,47.23
86,91,67,67,6.82,45,10.7,7,61.25
74,66,70,77,6.95,89,3.8,7,59.7
94,54,62,71,9.53,47,14.4,5,58.59
79,77,70,90,8.21,38,5.4,0,58.95
91,94,57,73,3.02,3,6.3,7,50.48
55,82,95,93,4.78,29,16.9,7,60.98
52,44,89,77,5.48,29,9.5,1,38.99
89,78,95,93,5.17,21,13.4,3,68.43
99,41,56,70,7.35,74,8.0,1,46.68
81,88,72,71,9.14,65,6.0,3,52.02
69,66,93,74,4.45,11,12.5,9,58.23
58,90,81,90,6.42,93,3.1,6,55.22
56,72,60,88,8.32,35,7.5,8,53.68
95,68,71,85,5.33,17,4.2,7,56.87
58,85,71,77,3.34,89,13.9,8,63.62
67,92,92,91,5.8,52,18.9,7,68.76
97,75,74,81,2.44,70,19.9,1,60.99
94,40,71,97,9.54,0,9.0,6,54.93
65,91,77,76,2.6,57,5.1,1,45.97
76,54,78,82,5.51,89,8.9,1,47.07
65,81,62,83,6.24,86,16.9,3,57.9
92,33,67,67,9.88,89,4.1,0,48.18
62,88,51,65,3.33,5,19.0,4,51.08
48,49,78,64,2.92,69,6.8,5,40.82
51,92,70,88,2.07,43,19.7,8,62.6
92,83,64,87,3.24,71,16.8,9,72.33
40,86,76,70,3.66,23,16.2,7,55.4
